N,P,K,temperature,humidity,ph,rainfall,crop,yield
94,70,20,39.62394924064577,57.135846145080805,7.79920716573667,1435.1524034340018,wheat,4055.9
81,38,88,22.743204593188295,79.27477759235194,8.477013276346144,1012.0518191018899,groundnut,3819.3
113,28,124,21.0490158918624,55.55999536823704,5.1727631377130185,954.805983317726,groundnut,4273.92
114,52,77,21.961632272883648,83.71360701567019,5.075370695791435,330.66135770441355,rice,4062.91
74,75,52,37.41182143148238,47.37418033497279,6.513511811776957,211.70206429114793,rice,3162.86
50,83,78,30.905470716733618,48.04053285437158,7.054575040138216,1152.0091397573183,groundnut,3165.46
59,70,147,33.26710243551941,63.95491485273779,5.1842403701334066,951.487134232879,chickpea,3954.87
55,52,84,37.95026275235876,57.99947529351279,7.941722672354171,1632.8661678231756,mango,3819.81
25,34,112,37.796812121125186,72.1275298785052,6.628053914653453,1176.7773013528185,cotton,2895.19
85,29,50,33.47364616446819,53.67889905378263,6.1437673328825895,1886.0708780880059,tomato,4049.56
94,57,68,19.945610721033074,44.98579218957384,6.908214691708181,553.0534379497974,groundnut,3615.47
23,92,48,36.084333016875135,60.537556587388565,7.039814851889156,1982.2706126930716,wheat,3658.13
98,96,12,20.094400854776595,66.4621724673145,4.671133123935176,736.2545497617914,cotton,3894.35
137,33,16,33.5724703524608,39.26900349892988,8.499570666820198,1356.3631524319508,mango,3676.32
132,20,58,32.140076663621855,66.18671067265575,5.955678307217902,1103.3366845099724,rice,4064.05
113,64,35,33.972221253511165,50.7516858411133,4.746170587639584,847.2375222486489,sugarcane,3329.67
81,37,110,28.31714201784539,55.50937251645301,7.9092926991020605,450.7565298778039,chickpea,3508.5
98,78,88,30.96815455623049,48.15567838911328,8.47207471684925,442.70147261398097,wheat,3255.27
45,72,11,38.83300201085638,90.54167130654889,7.765434036864361,1480.7104892807515,maize,3421.73
63,68,136,17.52721485435537,74.4168582832139,7.907529959439383,879.7544893573604,maize,4089.65
89,14,141,22.7211818695405,47.05992024104442,7.003740456877804,1930.3363534392968,rice,4194.96
137,60,29,30.28392532745956,71.92703674587676,8.189302312883731,786.1672757114085,sugarcane,4640.68
87,30,126,39.10135325328723,85.157206622833,4.64295420690987,1970.3426991463332,wheat,4650.04
38,21,41,17.38936119156503,56.10596354162996,7.566895451816804,569.7618618714729,chickpea,2740.31
39,59,37,15.56373053825216,83.94723809515185,7.182840913336302,385.0658952158964,rice,3310.76
132,13,86,16.3937399617582,40.0369713820995,4.698339882096009,762.6255203413228,mango,3557.04
66,51,10,16.31014216152997,83.48078871630092,6.675894315905918,1794.05262097146,maize,3795.9
20,93,65,37.695396444435104,65.11912577370381,6.560241383031478,1139.3335000915126,banana,3156.67
109,47,44,33.031447698345616,44.493341720648836,7.266136900307907,444.1701906869745,tomato,3020.02
83,34,121,31.92765915490696,56.46418999613424,4.81012564643669,564.4982892873711,cotton,3810.62
57,23,39,28.064320506545236,94.21954450903009,7.721115141313648,760.2691918692138,groundnut,3015.5
56,84,63,34.5488154243038,80.9311410817577,5.057613768046019,1262.300128062874,mango,4151.28
145,41,45,18.89119981903977,67.38061349003249,6.17465845384749,798.2820917797172,chickpea,3875.58
119,20,89,24.798529744710933,37.48565427379416,8.025152030006545,1544.697347760789,banana,3896.64
96,70,67,27.25010626910859,57.157752888597514,6.742126421981986,1309.3284011335338,chickpea,4617.23
22,27,92,17.760237441918157,47.09834841077593,6.018363655018938,1772.8827272360122,maize,3305.0
29,36,74,25.487842733437923,34.61507016785037,4.692808968183347,1101.7312874468557,mango,2719.69
24,64,78,22.912544481565508,65.24328526675546,7.189094068806886,796.117545381922,rice,2961.24
149,63,137,15.889553644836566,87.79707048965695,8.446187061227135,1993.2888220457673,maize,5288.88
32,91,60,18.41838506823088,73.91399143131812,8.147185595033532,840.1399792532403,wheat,3310.64
149,96,31,34.10092057918679,46.22922521873323,7.369184310293711,971.4847516049217,wheat,4190.96
103,84,116,15.450947737616112,67.28299945199629,4.92117143302378,1656.429005644559,tomato,4719.98
84,30,118,38.356332477409026,91.31022841755298,5.457760373601577,359.5452210075667,cotton,4068.91
82,53,125,17.160615811180936,76.98947843999079,5.247396077813148,895.6821909053264,sugarcane,3682.73
120,14,110,34.98095235508646,74.81580346143966,5.921846561022582,354.2781681889111,groundnut,4133.23
92,96,109,37.46541352358677,92.93028080478857,5.442068911166142,450.75056001096425,rice,4711.76
36,50,77,38.52838962126118,81.9267652269616,5.477757783886773,208.35348589641248,banana,2909.04
28,68,45,36.686925587399315,38.88053030141889,6.966919741501623,217.1797266482754,groundnut,2542.37
57,98,31,22.18875098563608,52.59628065345309,5.774810623845534,884.5182011051336,tomato,3338.6
113,63,75,23.327178283461926,92.7341455479496,7.208651505889892,1656.494848905997,mango,4791.28
114,83,30,25.663642465251897,61.83085062286986,8.291558636584721,1256.6078490650477,sugarcane,4405.31
68,31,109,18.48241723517752,37.25643394587705,7.053911666452956,1342.8452794477582,chickpea,3787.4
88,92,137,15.556811376680596,59.80931717870222,7.506626708841485,1134.6486276527958,cotton,4609.45
81,74,53,36.72804035702586,75.30456021460205,7.506321661131352,1675.6276595070058,groundnut,4451.29
97,73,112,28.85321790526141,94.84063440928067,5.822811153597244,1784.6817053351135,groundnut,5107.18
136,80,56,30.218073554455408,51.053845576608126,4.559831978373742,1729.5333106616754,cotton,4268.22
139,13,48,38.17471187044488,63.415646867152795,4.720191851976858,1661.83779044547,groundnut,4529.3
95,74,38,31.628004452840393,87.17924580223661,5.628241003538234,528.8835324139109,banana,3659.42
54,24,63,32.27133760849534,53.09236917372668,7.258172734630392,1268.977205657398,sugarcane,3176.64
20,85,99,34.67421621091856,37.10200117840572,8.12673255459317,1247.8937529770662,maize,3421.93
59,31,94,17.908711246435093,91.68083187509777,8.335193048762985,1150.299206745754,mango,3222.31
83,95,26,24.004053830344787,61.748652436377505,4.603394655360294,1065.4630207341788,cotton,3939.09
79,56,89,39.205198192584156,62.68094120017816,8.460348982531084,360.5068589354903,cotton,2996.38
83,90,82,38.073251952515164,70.37800939927183,5.7899888734267755,383.89382103119954,chickpea,4093.65
112,55,58,37.101882407754616,30.2298805407096,7.871824912940461,1824.106826793122,tomato,4443.38
91,23,110,26.30221275847431,90.5235264119752,5.2211818427871215,1334.3355904181576,tomato,3985.32
30,59,11,36.42982383967014,53.494320510345204,4.751593030427436,672.1709860964115,groundnut,2235.49
124,29,68,16.20989704864414,55.80057105498266,6.0134216962507505,702.7407005842213,cotton,3919.2
33,59,106,18.712935606427937,41.31710108966027,7.9357015541227724,1298.350696967534,groundnut,2975.29
79,42,108,25.349192462101353,54.57985486400997,5.383299663511265,932.4829543441917,wheat,3015.37
49,68,112,27.08480166705316,82.25632950044339,5.115829303007368,994.3835077731702,chickpea,3796.54
54,52,11,21.58767883802142,81.99945871610976,8.139217315800762,309.16998296015424,groundnut,2948.23
24,88,50,23.911916771194687,90.82679465820443,8.253348810485836,449.7305367975406,wheat,3013.59
102,21,132,19.069402525634217,56.20991572425173,4.550192796755636,908.0307678145927,rice,3809.57
142,49,91,27.22835079289768,76.06689774365799,7.4097429496619265,1459.4355558825832,tomato,5219.59
97,29,141,34.84608232169653,62.970441088491214,5.736830946117307,286.44569767984365,sugarcane,3652.09
81,47,149,31.534009841532644,82.2614813187435,5.998817479868759,802.2040270959498,tomato,4173.55
108,12,38,17.694806184138532,76.3152305936448,6.37641189980596,1451.1295134821287,maize,4046.26
61,37,144,27.1895400849179,53.91369014360792,6.207163880698078,1625.6914228105243,chickpea,3961.87
108,65,23,32.441159569493124,51.88379922649001,6.559895139928421,542.397267371564,chickpea,3617.94
59,99,21,28.24738241384853,46.40876009681789,6.829446862960065,1516.6768374082228,cotton,4290.59
91,22,108,24.791889913388722,67.47352638176145,6.362382019351697,1919.741049342253,groundnut,4459.68
58,86,142,30.547860532096955,92.64978535360086,7.30625416195807,1832.261870173607,rice,4726.65
123,75,90,39.21596663250689,43.00433794514179,7.374406651368568,1620.8769392795161,maize,5050.61
33,46,115,17.37269774415195,36.19140956878114,6.2614367897047805,1482.1880348744087,groundnut,3731.84
51,58,41,24.750401518689017,37.761041734960386,5.069852592348434,623.2489544355865,maize,2942.99
144,75,83,25.16514632615239,80.90141395625974,7.062555685280491,1341.0258086866022,cotton,4955.23
116,45,90,29.424182761709275,52.75681227849664,7.591826849402835,1357.8931888585328,cotton,5064.45
42,63,78,18.80436504704795,44.58384380000468,7.052438084815799,932.2783977668382,tomato,2757.38
82,35,54,19.416075746761738,52.9348676942775,6.852219063387262,1087.4278310616876,mango,3019.87
72,84,115,22.134034649946365,71.94650283391891,5.417647964938425,1449.2512787144722,tomato,4507.61
123,81,146,38.89675108171299,65.54116311383845,7.080548163277033,1913.7827642787597,chickpea,5272.15
123,49,109,33.352714530772566,78.33331142387968,5.839424858304848,731.5511751938569,chickpea,3719.9
58,52,18,31.54233254228758,52.03981965131546,8.17823545125314,643.4536735233912,rice,2750.15
86,31,71,35.42394218485656,59.38185727520455,7.1148803710399235,1283.252406137969,sugarcane,3801.88
61,29,38,18.189411722917324,36.627943982590025,5.612718706833211,435.43840059444784,wheat,2554.43
34,17,134,36.48332049309379,34.7488119921308,6.3917076374557205,1248.559094878065,wheat,3260.19
130,38,123,29.870817847187602,60.04659078486653,7.886325103540178,359.93267312857546,groundnut,3910.55
52,49,143,23.383225186473386,49.60377948398503,5.84185580473059,1083.0509832881157,cotton,3628.25
57,99,129,35.39638139364226,69.8320371888485,6.601762280609524,1316.7458744843607,banana,4854.87
116,39,88,35.0641133587156,32.79514075389717,7.21867989300609,326.19735069111533,cotton,3814.9
52,90,102,36.14271454291818,37.91481454397175,7.518117355306966,572.5156735075327,banana,3304.1
105,93,13,17.887947502674553,86.23740272191569,5.195568700258979,803.6737127831449,cotton,4302.01
85,64,91,39.2340311248944,66.81025539874179,6.760609218709156,863.4776513350861,wheat,4309.84
29,25,84,38.99065384474328,76.28354468992977,8.148799601984805,1416.9883578574852,sugarcane,2910.74
24,55,23,23.93674113754354,84.72818771597423,8.373439126038775,1152.2384130071434,sugarcane,3084.51
142,71,140,16.647350455297993,60.14923229175339,7.124580170237433,887.7952465495885,tomato,4970.6
93,16,123,19.176391736719644,79.46892495788595,8.434643216639943,1011.21725781497,tomato,4066.39
116,89,71,39.82077063611743,64.09806263977907,6.782940995904563,223.3580071704306,rice,3886.03
137,54,115,29.075323579291577,44.47867006779075,6.270420119123733,1586.945502753734,banana,4844.57
57,68,73,23.9155449706513,51.94765097206107,6.706349835792984,273.8084396506084,banana,2992.13
66,65,111,22.20506734625097,61.872778668617954,4.962849577054088,1692.7714872606186,banana,4201.15
128,57,115,21.42479338277369,50.5975608911976,6.106863678741551,1173.7937385465143,tomato,4353.34
34,36,29,31.60381912636205,51.80929993774339,6.333620212122115,1150.0745442041307,cotton,2745.58
24,62,67,25.48469578799215,51.93053403116981,7.894511194883913,1468.2415299917589,mango,3200.04
66,96,121,39.13526748421529,37.98459862571177,7.5345943709697885,1747.2071587762375,tomato,3981.19
87,97,66,32.096075766134035,35.50176946879634,6.9057063408992025,1896.7630636633958,wheat,3907.81
95,82,128,34.801114776224026,33.02224257993478,5.88910893950508,1178.0657970391726,chickpea,4575.37
149,44,106,22.318538714579,37.21215696723189,5.248138342770629,471.1848175800529,groundnut,3896.91
114,60,101,16.979660227715645,52.34096098881517,5.891060083658512,1781.535667111413,mango,4255.9
134,93,61,27.19557093454703,68.60166737589871,7.219216283836527,273.20963306620683,cotton,4039.15
55,46,46,22.864538663655683,42.22955026861158,5.552151196340132,1653.2069072956547,cotton,3334.8
45,90,17,20.05207912519809,87.72057499017147,6.207546782836664,1424.7589275661664,groundnut,4363.84
62,66,53,38.816053270021534,82.54485803056421,6.047080939526728,1828.509693361303,banana,4166.85
46,17,107,26.099705358550757,63.834262332595635,7.562360255164241,1815.4336704454042,wheat,3784.57
88,88,142,19.36771480121964,77.07363900286839,8.035148249040578,295.6773537867434,banana,4043.04
30,29,127,19.966266317028477,53.8113541054193,7.297483827243908,1297.00353291621,banana,3349.75
93,62,78,22.01774356161485,32.390556527650844,5.866409043732137,424.4086193027632,chickpea,3381.06
123,21,54,39.98290670474282,88.7816350896151,6.232708195903549,341.2435011392985,chickpea,4103.37
57,58,146,21.70028751298993,38.30657673675843,5.073400616214886,1006.8988624953149,sugarcane,3210.75
42,26,41,23.220045114461342,91.61592751467734,5.17238979106644,375.6755717277332,maize,2844.42
66,73,42,31.483203199600034,67.17236823729715,5.15717027010606,1510.224289602667,maize,3857.52
109,51,135,22.349034410257456,49.86159896639295,5.022345430245241,1944.0932789136793,tomato,4758.79
65,38,76,20.395106276492335,62.2091005152699,5.21832491403652,1225.2493240095669,banana,3102.72
126,28,39,18.965929666239965,62.60593758000112,5.3107528103134305,623.3039652110358,groundnut,3547.54
123,20,123,22.817066625694807,31.513660163767824,4.947383775190532,1717.7715047457118,banana,4372.43
130,59,38,17.647892240719337,53.104890372469015,7.0610428875369085,1735.5860748740467,wheat,4604.43
123,80,140,15.466164660369571,78.09127697028964,8.461606138328799,1519.0147502559098,rice,5582.33
79,67,39,35.11604243336693,63.15449728179602,8.016746978609024,1307.2379326640316,groundnut,3577.84
119,43,146,18.447373560364415,45.874957605622974,4.682410895304345,1762.0264185531032,maize,3972.96
87,29,139,34.399421245381056,51.78214090240136,6.1922352367869,493.9250275956063,mango,3549.72
139,59,71,34.9385619746665,86.0985355525367,7.937242316931089,1876.8802274192806,sugarcane,4280.25
56,97,12,28.447988158231077,64.16072855976492,5.038699271967985,1904.9656685790228,sugarcane,4093.54
91,19,77,22.742048957823783,64.34288796583033,7.890580586608171,1769.58627319484,tomato,3947.68
146,41,34,18.625818343747213,92.49538483831566,6.870802551351597,651.1916624806407,banana,4564.42
125,61,53,33.420127668024975,50.85729093738182,8.225194210384448,1744.7210953591325,groundnut,4542.44
111,24,64,30.034674649544648,61.170173131904846,8.0041564570577,1095.748781307845,wheat,4089.93
50,93,146,31.3863364123391,82.7613838518542,7.2081372882348695,1270.8744273214854,mango,3653.54
141,12,139,15.216727246128276,79.32929617765693,7.131290639490782,1713.0811205074613,tomato,4425.54
70,46,50,38.18792539269562,47.27696242536372,5.352656809567632,253.24912018142754,cotton,2658.67
48,49,73,16.657254686163757,39.82091809435008,4.967011868632034,853.2966659161623,tomato,2836.74
59,81,40,24.17014712850014,75.54579745217893,6.161573719875193,1668.2480790400382,cotton,4154.69
60,49,56,25.067791241292504,46.74765149246766,5.246320157972499,1665.1186108431016,maize,3541.43
30,65,139,15.033888112448722,89.97392885407567,4.909666870711035,1727.6382683892791,wheat,4152.7
20,32,105,27.427232733769927,38.4011001092997,5.7093069330915736,504.5886202510843,cotton,2069.79
65,20,86,33.82022486277525,50.690488008760475,7.941959771186594,1470.5959128103282,chickpea,3157.47
120,73,119,35.5817163278693,33.5611710501194,4.568592616073445,463.70601290975344,wheat,3800.03
109,17,78,36.98492483264711,75.71484494611957,5.6705507268887025,1613.1764161118456,banana,4228.11
129,65,67,27.192971707884237,87.93207217950089,6.196208740857969,641.2268080181135,banana,4407.23
76,69,115,30.76590476324126,71.33184427651545,6.542278998461146,1528.0719096565028,tomato,4586.32
20,19,53,16.98799283241247,90.95394600824643,5.2263100335319574,1019.0029133503505,maize,2542.62
82,48,83,27.200955607043745,38.352758602578625,8.356880799352124,1975.2742361949902,cotton,3730.86
74,37,65,18.870393871793382,35.70270527207543,6.815492174288758,1243.8088953487056,banana,3591.5
134,58,136,24.241077940563038,84.4968275258791,6.588442188228177,1338.6428555965151,rice,5314.36
72,45,39,23.232632821614985,85.608226400123,4.535290355721365,862.6943249323174,rice,3299.71
76,22,80,25.588514431037705,84.01756926196333,6.442861517584028,1522.1362841253795,cotton,3975.47
136,45,127,29.290915449353314,81.93271866469347,7.8506825178207365,1090.7941539887029,maize,4646.3
54,35,64,37.571916176574895,53.544843656012915,5.378578172204971,232.51994317255546,rice,2630.98
82,95,76,24.862115783687635,44.1350354334402,5.904830273545652,1295.4468761761614,banana,3972.66
44,13,12,39.52827989278877,90.37226129985635,4.582285858750782,1694.8272627728506,maize,3046.16
109,91,35,33.975701201280074,49.95501188514171,8.40771005693518,626.2431861088112,cotton,3826.23
94,73,66,27.78702616970958,55.89649934066209,4.766607188512163,597.9147591533323,wheat,3722.37
57,47,135,31.1006609277986,75.47133236435616,8.092884495638277,1295.995129614687,maize,3504.9
149,97,62,17.555604278298613,49.06814519960919,5.751950856721819,1672.3626975658892,banana,5626.18
110,96,52,36.11303828284137,83.24346440146508,6.850225607943514,649.3166081184365,wheat,4289.61
36,31,58,29.558936376599146,34.552250536065785,7.217262159864013,1878.0727722374704,mango,3287.63
147,11,51,39.65168700524005,81.42687338028074,5.063316669724458,1869.2972420267884,tomato,4318.92
127,40,20,30.910718593821226,69.12033597015727,6.275037511121342,560.9660094342801,sugarcane,4320.74
44,20,112,35.85278958165813,67.24458686738353,5.801864400986569,674.8119417022683,mango,3314.59
107,55,107,34.994068569880994,59.794507544012944,4.726409862421861,1461.0778597066906,wheat,4436.19
48,71,94,23.63652878670672,48.007963758422456,7.832774617572722,1913.1195962439667,sugarcane,3797.06
82,78,109,21.49026563083029,60.16456855303038,4.680671025989911,1477.7888397973663,tomato,3668.62
133,73,113,25.76233958578775,59.25185328121468,7.113031837935467,1000.8200896769683,groundnut,5244.82
68,19,55,26.68103361022093,67.94402227089955,5.756309505679388,504.2024235677056,mango,3319.1
100,49,53,21.002117548416095,48.30232858060947,5.268517308807466,1029.8177279113181,banana,3573.77
103,33,31,37.3649468337743,35.043712828449685,7.168344205342182,1292.182025546998,maize,3694.85
124,53,123,28.563696557516153,39.43081403154399,6.798150858104823,795.7134541219706,maize,3881.26
137,69,134,39.461109803839236,75.44653304500224,5.7610250294993195,1118.4640781601615,sugarcane,4496.89
105,71,133,35.25044445115658,31.46200142631013,6.551842993036956,434.38543099167066,sugarcane,4021.97
82,96,39,28.89262150979865,85.66879790195296,5.484948404824838,1013.9385881226555,sugarcane,3919.14
123,26,17,38.676006953608976,75.13582628619437,7.954785836010769,363.39647407319717,cotton,3339.06
68,74,107,27.621870377382677,79.92562518500156,5.755275121308646,288.35974990818306,banana,3758.92
90,66,66,37.17766281296676,84.33898919107585,5.480612118206126,1743.031848078789,sugarcane,4143.81
20,64,120,23.953619529895136,37.976178855461775,7.5073348442386045,569.1468514629348,rice,2841.18
142,62,82,24.46605958510235,83.45932091305431,4.5703699519756595,1235.27959243028,tomato,4441.54
81,65,124,25.453267074273278,62.801758447838665,5.572046928344301,468.16896513798633,sugarcane,4138.65
51,18,29,28.66564114858115,87.5590495189578,6.001580882604692,672.5496276367244,rice,3008.0
48,31,34,28.8372567549706,87.62812906892233,8.028951847165526,850.4109555850719,cotton,3224.41
68,22,28,27.409973041927106,31.571572844021063,8.301767210193377,458.6175854385864,rice,1874.99
49,98,14,22.650024339579186,54.88623900643003,7.365911867655799,282.7321346199986,groundnut,3179.27
38,57,84,38.18016161977077,64.21592173124277,6.470127124038639,1778.88764363242,groundnut,4308.29
37,27,137,29.714652433731356,74.09340583588863,7.062486196230754,221.29910458358984,rice,3147.49
20,85,81,25.193480404789874,48.602106034468704,6.156004206725332,310.3777691031221,banana,3071.25
97,49,49,31.279424018590454,46.389246943202394,5.695303327394671,1649.1298894905844,cotton,3897.33
134,26,35,34.199168945245134,54.782271740788076,8.302752272558514,707.6150061915009,maize,3734.8
132,24,36,39.018202205706075,62.56101496374314,4.961560916039695,1501.0765420064552,rice,4581.74
133,24,92,27.488729056689564,91.82450504135187,5.8855742722004365,463.20634859224475,wheat,4979.56
82,88,137,17.802462758768968,79.53705033533343,8.096355839842373,627.1071474740949,chickpea,4337.62
148,72,42,26.01914503591353,57.90587585095084,7.3925657223496675,1230.9977298745882,tomato,4316.77
27,48,106,26.974264036336784,33.533801598611944,4.616405805291906,1979.5445092807104,tomato,3467.56
74,22,120,37.42485195464185,40.953838489344356,4.592398693696989,332.2000462866017,banana,2582.21
122,90,25,24.870019211573826,59.635087580762104,6.566049850498299,920.998276367298,sugarcane,4168.62
51,41,32,38.83310662217846,82.89868350641578,6.437012224920087,277.54574601066463,chickpea,2905.26
29,18,144,27.128297692858368,54.74520981902735,6.271966154625273,558.6075967807549,maize,3616.9
129,49,35,39.34451252447322,65.00228229842888,5.709375047356035,1833.4478483093083,cotton,4991.77
143,29,105,15.204958028274055,87.96731759553164,8.446554879254556,373.62818682158536,groundnut,4613.99
106,99,21,37.47038437015867,89.39675686273088,5.587949291933526,1742.3406584761406,sugarcane,5043.56
74,94,81,38.27801129858376,44.02537476877481,6.460160825762248,520.0458285981463,groundnut,3466.78
51,91,142,39.02552339413033,32.83366991651864,6.119572387292266,1751.2127237678671,maize,4267.74
112,86,115,15.326913354365372,49.85168451314847,5.180997703846968,1168.4395336442153,chickpea,5043.26
27,89,126,19.292520913757727,75.22715046367571,5.310475276501114,1780.7720136083183,banana,4264.49
84,82,35,31.344112577330904,91.82229306345732,8.173210968039092,473.0665603727368,mango,4051.82
76,72,142,15.636817293377678,35.007079998967406,7.93311889142382,1571.6657923540868,groundnut,3635.99
86,85,31,16.59022490441252,31.85144768570265,5.2961772232814095,1425.257472945038,chickpea,3934.13
91,53,22,20.526971842336046,87.46956884407192,8.002650495638054,1177.2800973073324,rice,3547.64
73,47,116,27.810994218597106,78.62944249170417,5.33674452032337,1659.0572199397513,mango,4207.06
86,92,32,28.64756398167019,94.49615764511239,7.006185286990789,1366.8968439686714,groundnut,4907.09
70,69,106,15.856528069837609,55.79153729526746,4.825122093282776,1778.6844642939493,cotton,4222.17
116,80,27,19.259181269538278,57.04330883389001,8.021478505036473,885.9118642140189,tomato,4196.67
111,57,126,27.492641833366385,41.20026942433422,4.706001197861868,1261.861720892867,mango,4136.34
27,27,39,29.84851552358513,37.530064918827,6.719771557004547,1767.081516636281,rice,2383.07
54,25,35,18.710042412155385,67.61667068836547,7.61884610072154,586.6653153874423,maize,2544.09
115,64,48,24.971035298674266,53.678525084164114,4.967338945642725,1074.3344419103378,wheat,4180.13
107,48,139,37.610035912923806,35.22056911644093,6.1179210700007545,1929.3352791116042,rice,4722.98
97,77,122,39.9724821761543,87.65415951901579,4.667800605960201,1052.483242690432,maize,5016.68
51,68,143,39.68036137077853,42.893170436206645,7.231010309359837,655.0930013519726,maize,3555.81
139,98,55,37.04186275717181,78.65798255522964,5.729798379845407,831.9372297378288,chickpea,4546.18
65,71,59,24.866502198748645,48.34485874767722,6.73758097855388,1793.1514148722038,tomato,3979.64
74,22,115,32.1643573018696,82.83881399893194,8.230929081681447,1918.7894697815905,groundnut,4466.49
26,90,81,25.414805694604965,37.69579469279751,5.7234324319793695,1910.1937568350506,mango,3125.44
93,15,83,31.21317567060507,79.1446546644145,4.694509886541111,1458.0963055434281,sugarcane,4004.37
26,92,26,22.73581177423708,36.37772680353331,7.2025110707948015,1117.2833998843025,mango,2616.89
104,86,79,30.155056340258298,59.049526210701316,7.64736453805667,528.8400828332153,tomato,4062.62
131,69,15,28.093962413821245,77.7102827889743,8.331474239510303,421.79782172683616,mango,4130.21
144,99,35,15.612006645329998,41.25919477714854,5.131203508102663,307.5798937544232,maize,4221.62
55,23,149,34.767572593652844,48.568224275037,6.068559700464599,231.88683711614465,mango,3528.03
48,63,108,15.29744580612889,86.20985448599285,7.8765618401019,1780.6100997902277,wheat,4241.14
101,13,31,22.328898556332543,87.53275585899699,7.727485573075517,1656.35536844602,wheat,4144.46
21,48,60,15.14810163635006,32.920804409427205,6.999182829335449,1222.0784849008473,mango,2965.94
148,81,113,24.405035332379953,40.92588804794339,5.577474180810776,1997.7018581678851,chickpea,4967.81
66,34,98,16.579013204103482,37.635676117735834,5.63614116260311,1915.493729962954,banana,3720.28
30,86,147,37.83777417078103,41.6800511523347,4.99601197849657,1379.1961472864716,chickpea,2926.1
149,41,18,25.391982379071713,93.0622020799077,8.187414695143639,1036.234220672456,mango,4514.69
138,68,88,26.48739437161025,65.85759117137967,5.191726058557782,473.9072890036333,banana,3513.81
39,72,61,23.746255902271372,60.42730537957024,6.791546404719625,1128.0688494578344,cotton,3728.3
24,47,139,30.687653855044154,93.99037925102004,6.837405667928452,483.9386111939491,maize,3986.26
56,62,22,34.61020291545509,66.20214844094781,5.978421764781075,917.2123476431402,sugarcane,3470.01
72,76,60,31.203668576224448,72.9726652774591,5.91007384402182,1896.7665951789518,maize,4557.54
118,37,43,33.705177959878185,51.63008549319672,7.174353674233119,815.5621808041474,cotton,4111.39
105,12,44,37.64934158773151,54.83746619311871,6.053191111794156,475.0170925582408,maize,3164.41
127,89,140,36.58866329178572,68.63660994758975,5.520461573352003,1248.3138876251865,sugarcane,4717.84
43,31,129,31.851461318842397,34.53607596003021,6.096526809600124,1284.2555134294498,groundnut,3310.17
100,47,79,20.365949072610714,46.63238759291039,7.730648310662184,548.8476364422485,rice,3298.27
139,81,76,30.94257127604822,42.792763714919964,8.365913820524742,553.8558576475284,banana,4144.0
78,81,112,27.652077393512773,31.033070554100235,7.043800921815379,1981.1896243846886,maize,4439.78
147,71,82,32.930480775260506,64.89858258382742,7.628404901936426,637.9059311519816,sugarcane,4397.21
133,66,125,35.82329120982287,66.46843456905214,6.631299445250441,1708.7456626104513,banana,5034.25
134,15,142,33.568037429660436,54.95604949742183,6.999292568373751,1046.5828859827632,sugarcane,3789.72
33,87,76,36.16402924903213,47.46728551521141,8.45234662694624,982.9806300429104,wheat,3094.67
28,41,148,16.596659333525597,72.38389193965061,6.2536754588076455,730.9323490947544,groundnut,3325.3
59,19,130,15.790500955936599,38.752845489989696,4.7650187878168,1592.8864344061953,rice,3323.94
44,12,103,21.46251419248985,63.709977056296715,8.328027671277418,1785.1895811947986,rice,3613.98
122,68,138,37.51665210271571,79.9248090776903,7.672246883614191,670.0294308063445,banana,5246.01
41,85,100,35.591481274599346,40.6793689569107,6.093241471454285,371.17400482840515,chickpea,3096.3
23,58,101,32.068182444882794,78.96187000872823,8.429580214491075,446.45519519409777,tomato,3084.23
48,68,72,32.51896668599289,79.45164309497088,5.882143001394505,1627.0463625792395,tomato,4071.57
128,40,38,33.16676173145531,33.895232134979565,5.988480784032115,984.4884403753265,wheat,4140.86
117,78,21,38.565067512118674,31.22098119566682,6.9389254127596836,437.44638513930124,banana,3324.56
56,71,86,35.80477880768894,93.30580138923267,5.597389544621427,812.5187715553242,banana,3591.54
94,61,50,30.58475967567619,42.56987286742362,7.294285940522931,1125.6238691354954,rice,3487.93
89,98,139,31.642885881428512,83.43904859150669,5.111401215802024,1733.6930309210147,tomato,4359.69
147,50,46,20.343506551528048,66.5202924479444,4.932101277432614,1355.137857605315,chickpea,4487.79
104,40,33,31.432970628906812,47.1906902399048,6.639512030256622,516.8590419440013,maize,3126.62
61,94,108,25.616975310461463,38.44807838022282,6.721974729577605,485.6648822450056,maize,3693.37
119,93,109,18.824046765143592,62.284022782552285,4.9266202785187625,942.2015881399806,maize,3857.21
60,31,148,35.160070481164354,56.47806275591424,8.356705044524604,335.3471258631615,sugarcane,3144.85
53,13,67,27.75617749507864,75.42759553260942,6.793146630428335,1560.0389515109714,chickpea,3488.47
36,22,38,39.43562604223554,88.77095572060225,5.104139969987704,922.6168765467897,cotton,2774.15
141,54,69,22.041983861863123,82.3411256526235,5.745770097329196,817.4427910065025,cotton,4887.46
95,51,104,27.01675280762692,47.83938326331277,7.7009368557326505,1116.3949983045845,mango,3683.07
106,58,51,26.199886366721703,87.13065919939987,6.592926111462127,1476.1222467731259,tomato,4677.55
136,29,52,18.019488060814467,84.17043541679926,5.252593394186222,1224.8245000874938,mango,4201.46
125,86,83,25.652881970769485,90.39385519191494,4.911395888247219,1644.3250070995769,chickpea,5588.52
105,90,73,22.188836410523123,59.8129533674692,6.223097648949939,1332.8526149662114,tomato,4526.93
